Age,Stage of Change,Symptoms and Disorders,Psychological Treatment,Evidence Level,Basis for Evidence
Adult,Maintenance,Bulimia,CBT,Excellent,"Spielmans, G. I., Benish, S. G., Marin, C., Bowman, W. M., Menster, M., & Wheeler, A. J. (2013). Specificity of psychological treatments for bulimia nervosa and binge eating disorder? A meta-analysis of direct comparisons. Clinical Psychology Review, 33(3), 460-469. doi:10.1016/j.cpr.2013.01.008 ; Agras, W. S., Walsh, T., Fairburn, C. G., Wilson, G. T., & Kraemer, H. C. (2000). A multicenter comparison of cognitive-behavioral therapy and interpersonal psychotherapy for bulimia nervosa. Archives of General Psychiatry, 57(5), 459."
Adult,Precontemplation,Bulimia,Interpersonal Therapy,Unclear,
Adult,Contemplation,Bulimia,Interpersonal Therapy,Unclear,
Adult,Preparation,Bulimia,Interpersonal Therapy,Excellent,"Nevonen, L., & Broberg, A.G. (2006). A comparison of sequenced individual and group psychotherapy for patients with bulimia nervosa.ˇInternational Journal of Eating Disorders, 39(2), 117-127. ; Mitchell, J.E., Halmi, K., Wilson, G.T., Agras, W.S., Kraemer, H., & Crow, S. (2002). A randomized secondary treatment study of women with bulimia nervosa who fail to respond to CBT.ˇInternational Journal of Eating Disorders, 32(3), 271-281. ; Agras, W.S., Walsh, T., Fairburn, C.G., Wilson, GT, & Kraemer, H.C. (2000). A multicenter comparison of cognitive-behavioral therapy and interpersonal psychotherapy for bulimia nervosa.ˇArchives of General Psychiatry, 57(5), 459-466."
Adult,Action,Bulimia,Interpersonal Therapy,Excellent,"Nevonen, L., & Broberg, A.G. (2006). A comparison of sequenced individual and group psychotherapy for patients with bulimia nervosa.ˇInternational Journal of Eating Disorders, 39(2), 117-127. ; Mitchell, J.E., Halmi, K., Wilson, G.T., Agras, W.S., Kraemer, H., & Crow, S. (2002). A randomized secondary treatment study of women with bulimia nervosa who fail to respond to CBT.ˇInternational Journal of Eating Disorders, 32(3), 271-281. ; Agras, W.S., Walsh, T., Fairburn, C.G., Wilson, GT, & Kraemer, H.C. (2000). A multicenter comparison of cognitive-behavioral therapy and interpersonal psychotherapy for bulimia nervosa.ˇArchives of General Psychiatry, 57(5), 459-466."
Adult,Maintenance,Bulimia,Interpersonal herapy,Excellent,"Nevonen, L., & Broberg, A.G. (2006). A comparison of sequenced individual and group psychotherapy for patients with bulimia nervosa.ˇInternational Journal of Eating Disorders, 39(2), 117-127. ; Mitchell, J.E., Halmi, K., Wilson, G.T., Agras, W.S., Kraemer, H., & Crow, S. (2002). A randomized secondary treatment study of women with bulimia nervosa who fail to respond to CBT.ˇInternational Journal of Eating Disorders, 32(3), 271-281. ; Agras, W.S., Walsh, T., Fairburn, C.G., Wilson, GT, & Kraemer, H.C. (2000). A multicenter comparison of cognitive-behavioral therapy and interpersonal psychotherapy for bulimia nervosa.ˇArchives of General Psychiatry, 57(5), 459-466."
Child,Precontemplation,Depression,CBT (group),Unclear,
Child,Contemplation,Depression,CBT (group),Unclear,
Child,Preparation,Depression,CBT (group),Excellent,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Child,Action,Depression,CBT (group),Excellent,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Child,Maintenance,Depression,CBT (group),Excellent,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Precontemplation,Depression,CBT (group),Unclear,
Adolescent,Contemplation,Depression,CBT (group),Unclear,
Adolescent,Preparation,Depression,CBT (group),Excellent,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Action,Depression,CBT (group),Excellent,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Maintenance,Depression,CBT (group),Excellent,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Child,Precontemplation,Depression,CBT (group + parent),Unclear,
Child,Contemplation,Depression,CBT (group + parent),Unclear,
Child,Preparation,Depression,CBT (group + parent),Excellent,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Child,Action,Depression,CBT (group + parent),Excellent,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Child,Maintenance,Depression,CBT (group + parent),Excellent,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Precontemplation,Depression,Interpersonal Psychotherapy,Unclear,
Adolescent,Contemplation,Depression,Interpersonal Psychotherapy,Unclear,
Adolescent,Preparation,Depression,Interpersonal Psychotherapy,Excellent,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Action,Depression,Interpersonal Psychotherapy,Excellent,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Maintenance,Depression,Interpersonal Psychotherapy,Excellent,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Child,Precontemplation,Depression,Behavior Therapy,Unclear,
Child,Contemplation,Depression,Behavior Therapy,Unclear,
Child,Preparation,Depression,Behavior Therapy,Good,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Child,Action,Depression,Behavior Therapy,Good,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Child,Maintenance,Depression,Behavior therapy,Good,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Precontemplation,Depression,CBT (group + parent),Unclear,
Adolescent,Contemplation,Depression,CBT (group + parent),Unclear,
Adolescent,Preparation,Depression,CBT (group + parent),Good,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Action,Depression,CBT (group + parent),Good,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Maintenance,Depression,CBT (group + parent),Good,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Precontemplation,Depression,CBT,Unclear,
Adolescent,Contemplation,Depression,CBT,Unclear,
Adolescent,Preparation,Depression,CBT,Good,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Action,Depression,CBT,Good,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Maintenance,Depression,CBT,Good,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Precontemplation,Depression,CBT + family therapy,Unclear,
Adolescent,Contemplation,Depression,CBT + family therapy,Unclear,
Adolescent,Preparation,Depression,CBT + family therapy,Good,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Action,Depression,CBT + family therapy,Good,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Maintenance,Depression,CBT + family therapy,Good,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Child,Precontemplation,Depression,Child psychoeducation group + parent,Unclear,
Child,Contemplation,Depression,Child psychoeducation group + parent,Unclear,
Child,Preparation,Depression,Child psychoeducation group + parent,Experimental,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Child,Action,Depression,Child psychoeducation group + parent,Experimental,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Child,Maintenance,Depression,Child psychoeducation group + parent,Experimental,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Precontemplation,Depression,Interpersonal Psychotherapy (group),Unclear,
Adolescent,Contemplation,Depression,Interpersonal Psychotherapy (group),Unclear,
Adolescent,Preparation,Depression,Interpersonal Psychotherapy (group),Experimental,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Action,Depression,Interpersonal Psychotherapy (group),Experimental,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Maintenance,Depression,Interpersonal Psychotherapy (group),Experimental,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Child,Precontemplation,Depression,Family Therapy,Unclear,
Child,Contemplation,Depression,Family Therapy,Unclear,
Child,Preparation,Depression,Family Therapy,Experimental,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Child,Action,Depression,Family Therapy,Experimental,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Child,Maintenance,Depression,Family Therapy,Experimental,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Precontemplation,Depression,Family Therapy,Unclear,
Adolescent,Contemplation,Depression,Family Therapy,Unclear,
Adolescent,Preparation,Depression,Family Therapy,Experimental,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Action,Depression,Family Therapy,Experimental,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adolescent,Maintenance,Depression,Family Therapy,Experimental,"David-Ferndon, C., Kaslow, N. J. (2008). Evidence-based psychosocial treatments for child and adolescent depression. Journal of Clinical Child & Adolescent Psychology, 37, 62-104."
Adult,Precontemplation,Depression,Behavioral Activation,Unclear,
Adult,Contemplation,Depression,Behavioral Activation,Unclear,
Adult,Preparation,Depression,Behavioral Activation,Excellent,"Kanter, J. W., Santiago-Rivera, A. L., Santos, M. M., Nagy, G., L¢pez, M., Hurtado, G. D., & West, P. (2015). A randomized hybrid efficacy and effectiveness trial of behavioral activation for latinos with depression. Behavior Therapy, 46(2), 177-192. doi:10.1016/j.beth.2014.09.011 ; Ly, K. H., TrÅschel, A., Jarl, L., Magnusson, S., Windahl, T., Johansson, R.. . Filosofiska fakulteten. (2014). Behavioural activation versus mindfulness-based guided self-help treatment administered through a smartphone application: A randomised controlled trial. BMJ Open, 4(1), e003440-e003440. doi:10.1136/bmjopen-2013-003440 ; Dobson, K. S., Hollon, S. D., Dimidjian, S., Schmaling, K. B., Kohlenberg, R. J., Gallop, R. J.. . Jacobson, N. S. (2008). Randomized trial of behavioral activation, cognitive therapy, and antidepressant medication in the prevention of relapse and recurrence in major depression. Journal of Consulting and Clinical Psychology, 76(3), 468-477. doi:10.1037/0022-006X.76.3.468"
Adult,Action,Depression,Behavioral Activation,Excellent,"Kanter, J. W., Santiago-Rivera, A. L., Santos, M. M., Nagy, G., L¢pez, M., Hurtado, G. D., & West, P. (2015). A randomized hybrid efficacy and effectiveness trial of behavioral activation for latinos with depression. Behavior Therapy, 46(2), 177-192. doi:10.1016/j.beth.2014.09.011 ; Ly, K. H., TrÅschel, A., Jarl, L., Magnusson, S., Windahl, T., Johansson, R.. . Filosofiska fakulteten. (2014). Behavioural activation versus mindfulness-based guided self-help treatment administered through a smartphone application: A randomised controlled trial. BMJ Open, 4(1), e003440-e003440. doi:10.1136/bmjopen-2013-003440 ; Dobson, K. S., Hollon, S. D., Dimidjian, S., Schmaling, K. B., Kohlenberg, R. J., Gallop, R. J.. . Jacobson, N. S. (2008). Randomized trial of behavioral activation, cognitive therapy, and antidepressant medication in the prevention of relapse and recurrence in major depression. Journal of Consulting and Clinical Psychology, 76(3), 468-477. doi:10.1037/0022-006X.76.3.468"
Adult,Maintenance,Depression,Behavioral Activation,Excellent,"Kanter, J. W., Santiago-Rivera, A. L., Santos, M. M., Nagy, G., L¢pez, M., Hurtado, G. D., & West, P. (2015). A randomized hybrid efficacy and effectiveness trial of behavioral activation for latinos with depression. Behavior Therapy, 46(2), 177-192. doi:10.1016/j.beth.2014.09.011 ; Ly, K. H., TrÅschel, A., Jarl, L., Magnusson, S., Windahl, T., Johansson, R.. . Filosofiska fakulteten. (2014). Behavioural activation versus mindfulness-based guided self-help treatment administered through a smartphone application: A randomised controlled trial. BMJ Open, 4(1), e003440-e003440. doi:10.1136/bmjopen-2013-003440 ; Dobson, K. S., Hollon, S. D., Dimidjian, S., Schmaling, K. B., Kohlenberg, R. J., Gallop, R. J.. . Jacobson, N. S. (2008). Randomized trial of behavioral activation, cognitive therapy, and antidepressant medication in the prevention of relapse and recurrence in major depression. Journal of Consulting and Clinical Psychology, 76(3), 468-477. doi:10.1037/0022-006X.76.3.468"
